Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.10     0.00    14189     0.00     0.00  void std::push_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp)
  0.00      1.10     0.00    14187     0.00     0.00  __gnu_cxx::new_allocator<urlstring>::construct(urlstring*, urlstring const&)
  0.00      1.10     0.00    14187     0.00     0.00  std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::push(urlstring const&)
  0.00      1.10     0.00    14185     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::construct<urlstring>(std::allocator<urlstring>&, urlstring*, urlstring const&)
  0.00      1.10     0.00    14185     0.00     0.00  std::vector<urlstring, std::allocator<urlstring> >::push_back(urlstring const&)
  0.00      1.10     0.00    14182     0.00     0.00  URL_Queue::insert_queue(std::string, int)
  0.00      1.10     0.00     5721     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.10     0.00     3477     0.00     0.00  Document::append(unsigned char*, int)
  0.00      1.10     0.00     2861     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      1.10     0.00     1318     0.00     0.00  ACE_Guard<ACE_Thread_Mutex>::~ACE_Guard()
  0.00      1.10     0.00     1316     0.00     0.00  ACE_Thread_Mutex::release()
  0.00      1.10     0.00     1315     0.00     0.00  ACE_Guard<ACE_Thread_Mutex>::release()
  0.00      1.10     0.00     1314     0.00     0.00  ACE_Guard<ACE_Thread_Mutex>::locked() const
  0.00      1.10     0.00     1313     0.00     0.00  ACE_Guard<ACE_Thread_Mutex>::acquire()
  0.00      1.10     0.00     1313     0.00     0.00  ACE_Guard<ACE_Thread_Mutex>::ACE_Guard(ACE_Thread_Mutex&)
  0.00      1.10     0.00     1311     0.00     0.00  ACE_Thread_Mutex::acquire()
  0.00      1.10     0.00     1259     0.00     0.00  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::skip_children()
  0.00      1.10     0.00     1259     0.00     0.00  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::begin() const
  0.00      1.10     0.00     1156     0.00     0.08  ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::add(ACE_Cached_Mem_Pool_Node<Document>*)
  0.00      1.10     0.00      863     0.00     0.00  __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::__normal_iterator(urlstring const* const&)
  0.00      1.10     0.00      683     0.00     0.00  __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::base() const
  0.00      1.10     0.00      615     0.00     0.00  oneurl::ComponentString(Component const&) const
  0.00      1.10     0.00      572     0.00     0.00  DocQueue::call(std::string, void*, void*, void*, void*, void*, void*, void**)
  0.00      1.10     0.00      511     0.00     0.00  std::vector<urlstring, std::allocator<urlstring> >::begin() const
  0.00      1.10     0.00      504     0.00     0.00  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::operator*() const
  0.00      1.10     0.00      502     0.00     0.33  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::erase<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator)
  0.00      1.10     0.00      414     0.00     0.00  std::deque<Document*, std::allocator<Document*> >::empty() const
  0.00      1.10     0.00      414     0.00     0.00  std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::empty() const
  0.00      1.10     0.00      414     0.00     0.00  bool std::operator==<Document*, Document*&, Document**>(std::_Deque_iterator<Document*, Document*&, Document**> const&, std::_Deque_iterator<Document*, Document*&, Document**> const&)
  0.00      1.10     0.00      413     0.00     0.00  DocQueue::isEmpty()
  0.00      1.10     0.00      350     0.00     0.00  ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance()
  0.00      1.10     0.00      349     0.00     0.00  ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance_i()
  0.00      1.10     0.00      349     0.00     0.00  std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::empty() const
  0.00      1.10     0.00      348     0.00     0.00  URL_Queue::isEmpty()
  0.00      1.10     0.00      348     0.00     0.00  urlstring::GetURL()
  0.00      1.10     0.00      345     0.00     0.00  bool __gnu_cxx::operator==<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > > const&)
  0.00      1.10     0.00      345     0.00     0.00  std::vector<urlstring, std::allocator<urlstring> >::end() const
  0.00      1.10     0.00      345     0.00     0.00  std::vector<urlstring, std::allocator<urlstring> >::empty() const
  0.00      1.10     0.00      340     0.00     0.00  ACE_Condition<ACE_Null_Mutex>::ACE_Condition(ACE_Null_Mutex const&, ACE_Condition_Attributes const&, char const*, void*)
  0.00      1.10     0.00      327     0.00     0.00  ACE_Condition<ACE_Null_Mutex>::~ACE_Condition()
  0.00      1.10     0.00      310     0.00     0.00  oneurl::GetHost() const
  0.00      1.10     0.00      292     0.00     0.28  Mem_Pool::getInstance()
  0.00      1.10     0.00      252     0.00     0.00  void kp::constructor<htmlcxx::HTML::Node, htmlcxx::HTML::Node>(htmlcxx::HTML::Node*, htmlcxx::HTML::Node&)
  0.00      1.10     0.00      252     0.00     0.66  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::clear()
  0.00      1.10     0.00      252     0.00     1.88  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::copy_(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&)
  0.00      1.10     0.00      252     0.00     0.00  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::insert<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator, htmlcxx::HTML::Node const&)
  0.00      1.10     0.00      252     0.00     1.88  tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::operator=(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&)
  0.00      1.10     0.00      252     0.00     0.00  htmlcxx::HTML::ParserDom::getTree()
  0.00      1.10     0.00      178     0.00     0.00  Crawler_Thread::StartGetURL()
  0.00      1.10     0.00      178     0.00     0.00  Crawler_Thread::call(std::string, void*, void*, void*, void*, void*, void*, void**)
  0.00      1.10     0.00      178     0.00     0.00  HTTP_URL::gethostaddr()
  0.00      1.10     0.00      178     0.00     0.00  __gnu_cxx::new_allocator<urlstring>::destroy(urlstring*)
  0.00      1.10     0.00      176     0.00     0.00  ACE_Dynamic::set()
  0.00      1.10     0.00      176     0.00     0.00  ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::activate_svc_handler(Net_Svc_Handler*)
  0.00      1.10     0.00      176     0.00     0.00  ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::open(void*)
  0.00      1.10     0.00      176     0.00     0.00  ACE_Condition_Attributes_T<ACE_System_Time_Policy>::ACE_Condition_Attributes_T(int)
  0.00      1.10     0.00      176     0.00     0.00  HTTP_URL::gethost()
  0.00      1.10     0.00      176     0.00     0.00  HTTP_URL::URLParser(int)
  0.00      1.10     0.00      176     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::destroy(std::allocator<urlstring>&, urlstring*)
  0.00      1.10     0.00      175     0.00     0.00  ACE_Time_Value::ACE_Time_Value(long, long)
  0.00      1.10     0.00      175     0.00     0.00  TimeoutControl::cancelTimer(long)
  0.00      1.10     0.00      175     0.00     0.00  ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::destroy()
  0.00      1.10     0.00      175     0.00     0.00  HTTP_URL::~HTTP_URL()
  0.00      1.10     0.00      175     0.00     0.00  void std::pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp)
  0.00      1.10     0.00      174     0.00     0.00  ACE_Null_Mutex::ACE_Null_Mutex(char const*)
  0.00      1.10     0.00      174     0.00     0.00  TimeoutControl::registerTimer(Net_Svc_Handler*, ACE_Time_Value&)
  0.00      1.10     0.00      174     0.00     0.00  ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::operator new(unsigned long)
  0.00      1.10     0.00      174     0.00     0.00  Net_Svc_Handler::SetId(int)
  0.00      1.10     0.00      174     0.00     0.00  Net_Svc_Handler::SetUrl(std::string)
  0.00      1.10     0.00      174     0.00     0.00  Net_Svc_Handler::~Net_Svc_Handler()
  0.00      1.10     0.00      174     0.00     0.00  Net_Svc_Handler::~Net_Svc_Handler()
  0.00      1.10     0.00      174     0.00     0.00  ACE_Message_Queue_Base::ACE_Message_Queue_Base()
  0.00      1.10     0.00      174     0.00     0.00  ACE_Task<ACE_NULL_SYNCH, ACE_System_Time_Policy>::ACE_Task(ACE_Thread_Manager*, ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>*)
  0.00      1.10     0.00      174     0.00     0.00  URL_Queue::pop_queue()
  0.00      1.10     0.00      174     0.00     0.00  ACE_INET_Addr::get_port_number() const
  0.00      1.10     0.00      174     0.00     0.00  oneurl::GetPath() const
  0.00      1.10     0.00      174     0.00     0.00  std::vector<urlstring, std::allocator<urlstring> >::pop_back()
  0.00      1.10     0.00      173     0.00     0.00  ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::~ACE_Svc_Handler()
  0.00      1.10     0.00      173     0.00     0.00  Net_Svc_Handler::SetTimerid(long)
  0.00      1.10     0.00      173     0.00     0.00  Net_Svc_Handler::Net_Svc_Handler()
  0.00      1.10     0.00      173     0.00     0.00  ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>::open(unsigned long, unsigned long, ACE_Notification_Strategy*)
  0.00      1.10     0.00      173     0.00     0.00  HTTP_URL::getip()
  0.00      1.10     0.00      173     0.00     0.00  HTTP_URL::getFile()
  0.00      1.10     0.00      173     0.00     0.00  ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::recycler() const
  0.00      1.10     0.00      173     0.00     0.00  std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::pop()
  0.00      1.10     0.00      172     0.00     0.00  ACE_Dynamic::is_dynamic()
  0.00      1.10     0.00      172     0.00     0.00  ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::connect(Net_Svc_Handler*&, ACE_INET_Addr const&, ACE_Synch_Options const&, ACE_INET_Addr const&, int, int, int)
  0.00      1.10     0.00      172     0.00     0.27  Net_Svc_Handler::handle_rawdata()
  0.00      1.10     0.00      172     0.00     0.00  ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>::ACE_Message_Queue(unsigned long, unsigned long, ACE_Notification_Strategy*)
  0.00      1.10     0.00      172     0.00     0.00  HTTP_URL::HTTP_URL(std::string)
  0.00      1.10     0.00      172     0.00     0.00  DBManager::deleteDB(int, std::string)
  0.00      1.10     0.00      172     0.00     0.00  std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::top() const
  0.00      1.10     0.00      171     0.00     0.00  ACE_Dynamic::reset()
  0.00      1.10     0.00      171     0.00     0.00  ACE_SOCK_IO::ACE_SOCK_IO()
  0.00      1.10     0.00      171     0.00     0.00  ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::make_svc_handler(Net_Svc_Handler*&)
  0.00      1.10     0.00      171     0.00     0.00  ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::ACE_Svc_Handler(ACE_Thread_Manager*, ACE_Message_Queue<ACE_NULL_SYNCH, ACE_System_Time_Policy>*, ACE_Reactor*)
  0.00      1.10     0.00      171     0.00     0.00  ACE_OS::condattr_init(pthread_condattr_t&, int)
  0.00      1.10     0.00      171     0.00     0.00  Fetcher::call(std::string, void*, void*, void*, void*, void*, void*, void**)
  0.00      1.10     0.00      171     0.00     0.00  ACE_Reactor::implementation() const
  0.00      1.10     0.00      171     0.00     0.00  ACE_Connector<Net_Svc_Handler, ACE_SOCK_Connector>::reactor() const
  0.00      1.10     0.00      171     0.00     0.00  __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >::operator*() const
  0.00      1.10     0.00      171     0.00     0.00  void std::__pop_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp)
